Character Name,Line ID,Path,Ch Name Diff,Character ID,Character Name (copy),Main Character,Name in Caps,Relation,Relation - Negative,Relation - Negative (copy 2),Relation - Neutral,Relation - Neutral (copy),Relation - Positive,Relation - Positive (copy 2),Relation Sentiment,Relationship,Set ID,Synergy Type,URL,1,Number of Records,S.No.,X,Y
Red Hulk,512,2,Red Hulk,82,Red Hulk,Loki,RED HULK,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Loki - ,61,Normal,,1,1,1024,5410.851074,537.3294678
Loki,513,1,,61,Loki,Loki,LOKI,Teammates,,,,,,Teammates,Positive,,61,Normal,,1,1,1025,9018.084961,9635.300781
The Hood,513,2,The Hood,43,The Hood,Loki,THE HOOD,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Loki - ,61,Normal,,1,1,1026,4002.76416,3410.873779
Loki,514,1,,61,Loki,Loki,LOKI,Family,,,,,,Family,Positive,,61,Normal,,1,1,1027,9018.084961,9635.300781
Thor,514,2,Thor,101,Thor,Loki,THOR,Family,,,,,Family,Family,Positive,Relationship with Loki - ,61,Normal,,1,1,1028,6834.759277,410.8025208
Loki,515,1,,61,Loki,Loki,LOKI,Enemies,,Enemies,,,,,Negative,,61,Normal,,1,1,1029,9018.084961,9635.300781
Thor (Jane Foster),515,2,Thor (Jane Foster),102,Thor (Jane Foster),Loki,THOR (JANE FOSTER),Enemies,Enemies,Enemies,,,,,Negative,Relationship with Loki - ,61,Normal,,1,1,1030,8685.839844,1051.296753
Loki,516,1,,61,Loki,Loki,LOKI,Like Old Days,,,,,,Like Old Days,Positive,,61,Normal,,1,1,1031,9018.084961,9635.300781
Thor (Ragnarok),516,2,Thor (Ragnarok),103,Thor (Ragnarok),Loki,THOR (RAGNAROK),Like Old Days,,,,,Like Old Days,Like Old Days,Positive,Relationship with Loki - ,61,Normal,,1,1,1032,4809.645508,1471.81543
Luke Cage,517,1,,62,Luke Cage,Luke Cage,LUKE CAGE,Teammates,,,,,,Teammates,Positive,,62,Normal,,1,1,1033,7784.031738,1939.058472
Daredevil (Classic),517,2,Daredevil (Classic),23,Daredevil (Classic),Luke Cage,DAREDEVIL (CLASSIC),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Luke Cage - ,62,Normal,,1,1,1034,6106.984375,8316.924805
Luke Cage,518,1,,62,Luke Cage,Luke Cage,LUKE CAGE,Thunderbolts,,,,Thunderbolts,,,Neutral,,62,Normal,,1,1,1035,7784.031738,1939.058472
Iron Patriot,518,2,Iron Patriot,53,Iron Patriot,Luke Cage,IRON PATRIOT,Thunderbolts,,,Thunderbolts,Thunderbolts,,,Neutral,Relationship with Luke Cage - ,62,Normal,,1,1,1036,316.4240417,2546.474365
Luke Cage,519,1,,62,Luke Cage,Luke Cage,LUKE CAGE,Thunderbolts,,,,Thunderbolts,,,Neutral,,62,Normal,,1,1,1037,7784.031738,1939.058472
Juggernaut,519,2,Juggernaut,55,Juggernaut,Luke Cage,JUGGERNAUT,Thunderbolts,,,Thunderbolts,Thunderbolts,,,Neutral,Relationship with Luke Cage - ,62,Normal,,1,1,1038,1218.232544,8643.995117
Luke Cage,520,1,,62,Luke Cage,Luke Cage,LUKE CAGE,Heroes For Hire,,,,,,Heroes For Hire,Positive,,62,Reciprocal,,1,1,1039,7784.031738,1939.058472
Iron Fist,520,2,Iron Fist,50,Iron Fist,Luke Cage,IRON FIST,Heroes For Hire,,,,,Heroes For Hire,Heroes For Hire,Positive,Relationship with Luke Cage - ,62,Reciprocal,,1,1,1040,4603.969727,2733.371582
Luke Cage,521,1,,62,Luke Cage,Luke Cage,LUKE CAGE,Heroes For Hire,,,,,,Heroes For Hire,Positive,,62,Perfect,,1,1,1041,7784.031738,1939.058472
Iron Fist (Immortal),521,2,Iron Fist (Immortal),51,Iron Fist (Immortal),Luke Cage,IRON FIST (IMMORTAL),Heroes For Hire,,,,,Heroes For Hire,Heroes For Hire,Positive,Relationship with Luke Cage - ,62,Perfect,,1,1,1042,4809.645508,6985.282715
Luke Cage,522,1,,62,Luke Cage,Luke Cage,LUKE CAGE,Enemies,,Enemies,,,,,Negative,,62,Normal,,1,1,1043,7784.031738,1939.058472
Rhino,522,2,Rhino,83,Rhino,Luke Cage,RHINO,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Luke Cage - ,62,Normal,,1,1,1044,7942.243652,9485.032227
Luke Cage,523,1,,62,Luke Cage,Luke Cage,LUKE CAGE,Teammates,,,,,,Teammates,Positive,,62,Normal,,1,1,1045,7784.031738,1939.058472
Daredevil,523,2,Daredevil,22,Daredevil,Luke Cage,DAREDEVIL,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Luke Cage - ,62,Normal,,1,1,1046,8132.098145,6354.504883
M.O.D.O.K.,524,1,,63,M.O.D.O.K.,M.O.D.O.K.,M.O.D.O.K.,Masterminds,,,,Masterminds,,,Neutral,,63,Normal,,1,1,1047,5980.414551,537.3294678
Doctor Octopus,524,2,Doctor Octopus,26,Doctor Octopus,M.O.D.O.K.,DOCTOR OCTOPUS,Masterminds,,,Masterminds,Masterminds,,,Neutral,Relationship with M.O.D.O.K. - ,63,Normal,,1,1,1048,1455.550659,5069.586426
M.O.D.O.K.,525,1,,63,M.O.D.O.K.,M.O.D.O.K.,M.O.D.O.K.,Nemesis,,Nemesis,,,,,Negative,,63,Normal,,1,1,1049,5980.414551,537.3294678
Captain America,525,2,Captain America,13,Captain America,M.O.D.O.K.,CAPTAIN AMERICA,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with M.O.D.O.K. - ,63,Normal,,1,1,1050,7878.958984,6961.92041
M.O.D.O.K.,526,1,,63,M.O.D.O.K.,M.O.D.O.K.,M.O.D.O.K.,Nemesis,,Nemesis,,,,,Negative,,63,Normal,,1,1,1051,5980.414551,537.3294678
Falcon,526,2,Falcon,33,Falcon,M.O.D.O.K.,FALCON,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with M.O.D.O.K. - ,63,Normal,,1,1,1052,7942.243652,376.3567505
M.O.D.O.K.,527,1,,63,M.O.D.O.K.,M.O.D.O.K.,M.O.D.O.K.,Romance,,,,,,Romance,Positive,,63,Normal,,1,1,1053,5980.414551,537.3294678
Angela,527,2,Angela,3,Angela,M.O.D.O.K.,ANGELA,Romance,,,,,Romance,Romance,Positive,Relationship with M.O.D.O.K. - ,63,Normal,,1,1,1054,7056.256348,3901.479004
M.O.D.O.K.,528,1,,63,M.O.D.O.K.,M.O.D.O.K.,M.O.D.O.K.,Advanced Idea Mechanics,,,,Advanced Idea Mechanics,,,Neutral,,63,Normal,,1,1,1055,5980.414551,537.3294678
Taskmaster,528,2,Taskmaster,99,Taskmaster,M.O.D.O.K.,TASKMASTER,Advanced Idea Mechanics,,,Advanced Idea Mechanics,Advanced Idea Mechanics,,,Neutral,Relationship with M.O.D.O.K. - ,63,Normal,,1,1,1056,7467.607422,8737.444336
M.O.D.O.K.,529,1,,63,M.O.D.O.K.,M.O.D.O.K.,M.O.D.O.K.,Chair Larceny,,,,Chair Larceny,,,Neutral,,63,Normal,,1,1,1057,5980.414551,537.3294678
Deadpool,529,2,Deadpool,24,Deadpool,M.O.D.O.K.,DEADPOOL,Chair Larceny,,,Chair Larceny,Chair Larceny,,,Neutral,Relationship with M.O.D.O.K. - ,63,Normal,,1,1,1058,3543.949463,4228.548828
M.O.D.O.K.,530,1,,63,M.O.D.O.K.,M.O.D.O.K.,M.O.D.O.K.,Chair Larceny,,,,Chair Larceny,,,Neutral,,63,Normal,,1,1,1059,5980.414551,537.3294678
Gwenpool,530,2,Gwenpool,40,Gwenpool,M.O.D.O.K.,GWENPOOL,Chair Larceny,,,Chair Larceny,Chair Larceny,,,Neutral,Relationship with M.O.D.O.K. - ,63,Normal,,1,1,1060,1186.59021,1541.901855
M.O.D.O.K.,531,1,,63,M.O.D.O.K.,M.O.D.O.K.,M.O.D.O.K.,Cubical Mates,,,,Cubical Mates,,,Neutral,,63,Normal,,1,1,1061,5980.414551,537.3294678
Abomination,531,2,Abomination,1,Abomination,M.O.D.O.K.,ABOMINATION,Cubical Mates,,,Cubical Mates,Cubical Mates,,,Neutral,Relationship with M.O.D.O.K. - ,63,Normal,,1,1,1062,6581.620117,2663.285156
M.O.D.O.K.,532,1,,63,M.O.D.O.K.,M.O.D.O.K.,M.O.D.O.K.,Singularity,,,,Singularity,,,Neutral,,63,Normal,,1,1,1063,5980.414551,537.3294678
Ultron,532,2,Ultron,104,Ultron,M.O.D.O.K.,ULTRON,Singularity,,,Singularity,Singularity,,,Neutral,Relationship with M.O.D.O.K. - ,63,Normal,,1,1,1064,1597.941406,3060.44165
M.O.D.O.K.,533,1,,63,M.O.D.O.K.,M.O.D.O.K.,M.O.D.O.K.,Singularity,,,,Singularity,,,Neutral,,63,Normal,,1,1,1065,5980.414551,537.3294678
Ultron (Classic),533,2,Ultron (Classic),105,Ultron (Classic),M.O.D.O.K.,ULTRON (CLASSIC),Singularity,,,Singularity,Singularity,,,Neutral,Relationship with M.O.D.O.K. - ,63,Normal,,1,1,1066,2642.140869,3691.219727
Magik,534,1,,64,Magik,Magik,MAGIK,Family,,,,,,Family,Positive,,64,Reciprocal,,1,1,1067,1455.550659,8714.082031
Colossus,534,2,Colossus,18,Colossus,Magik,COLOSSUS,Family,,,,,Family,Family,Positive,Relationship with Magik - ,64,Reciprocal,,1,1,1068,3369.91626,7102.093262
Magik,535,1,,64,Magik,Magik,MAGIK,Teammates,,,,,,Teammates,Positive,,64,Normal,,1,1,1069,1455.550659,8714.082031
Cyclops (New Xavier School),535,2,Cyclops (New Xavier School),21,Cyclops (New Xavier School),Magik,CYCLOPS (NEW XAVIER SCHOOL),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Magik - ,64,Normal,,1,1,1070,4319.188477,1051.296753
Magik,536,1,,64,Magik,Magik,MAGIK,Teammates,,,,,,Teammates,Positive,,64,Perfect,,1,1,1071,1455.550659,8714.082031
Guillotine,536,2,Guillotine,39,Guillotine,Magik,GUILLOTINE,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Magik - ,64,Perfect,,1,1,1072,7135.362305,5910.624023
Magik,537,1,,64,Magik,Magik,MAGIK,Enemies,,Enemies,,,,,Negative,,64,Normal,,1,1,1073,1455.550659,8714.082031
Juggernaut,537,2,Juggernaut,55,Juggernaut,Magik,JUGGERNAUT,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Magik - ,64,Normal,,1,1,1074,1218.232544,8643.995117
Magik,538,1,,64,Magik,Magik,MAGIK,Friends,,,,,,Friends,Positive,,64,Normal,,1,1,1075,1455.550659,8714.082031
Magneto,538,2,Magneto,65,Magneto,Magik,MAGNETO,Friends,,,,,Friends,Friends,Positive,Relationship with Magik - ,64,Normal,,1,1,1076,9619.291016,5420.018555
Magik,539,1,,64,Magik,Magik,MAGIK,Teammates,,,,,,Teammates,Positive,,64,Normal,,1,1,1077,1455.550659,8714.082031
Magneto (Marvel Now!),539,2,Magneto (Marvel Now!),66,Magneto (Marvel Now!),Magik,MAGNETO (MARVEL NOW!),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Magik - ,64,Normal,,1,1,1078,6676.547363,9321.498047
Magik,540,1,,64,Magik,Magik,MAGIK,Warrior Queens,,,,Warrior Queens,,,Neutral,,64,Normal,,1,1,1079,1455.550659,8714.082031
Morningstar,540,2,Morningstar,71,Morningstar,Magik,MORNINGSTAR,Warrior Queens,,,Warrior Queens,Warrior Queens,,,Neutral,Relationship with Magik - ,64,Normal,,1,1,1080,2926.922363,6284.418457
Magik,541,1,,64,Magik,Magik,MAGIK,Friends,,,,,,Friends,Positive,,64,Reciprocal,,1,1,1081,1455.550659,8714.082031
Storm,541,2,Storm,97,Storm,Magik,STORM,Friends,,,,,Friends,Friends,Positive,Relationship with Magik - ,64,Reciprocal,,1,1,1082,9160.476563,335.9421387
Magik,542,1,,64,Magik,Magik,MAGIK,Family,,,,,,Family,Positive,,64,Reciprocal,,1,1,1083,1455.550659,8714.082031
Unstoppable Colossus,542,2,Unstoppable Colossus,106,Unstoppable Colossus,Magik,UNSTOPPABLE COLOSSUS,Family,,,,,Family,Family,Positive,Relationship with Magik - ,64,Reciprocal,,1,1,1084,9587.648438,4789.240723
Magneto,543,1,,65,Magneto,Magneto,MAGNETO,Nemesis,,Nemesis,,,,,Negative,,65,Reciprocal,,1,1,1085,9619.291016,5420.018555
Cyclops (Blue Team),543,2,Cyclops (Blue Team),20,Cyclops (Blue Team),Magneto,CYCLOPS (BLUE TEAM),Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Magneto - ,65,Reciprocal,,1,1,1086,949.2721558,2826.820068
Magneto,544,1,,65,Magneto,Magneto,MAGNETO,Nemesis,,Nemesis,,,,,Negative,,65,Reciprocal,,1,1,1087,9619.291016,5420.018555
Cyclops (New Xavier School),544,2,Cyclops (New Xavier School),21,Cyclops (New Xavier School),Magneto,CYCLOPS (NEW XAVIER SCHOOL),Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Magneto - ,65,Reciprocal,,1,1,1088,4319.188477,1051.296753
Magneto,545,1,,65,Magneto,Magneto,MAGNETO,Enemies,,Enemies,,,,,Negative,,65,Normal,,1,1,1089,9619.291016,5420.018555
Gambit,545,2,Gambit,34,Gambit,Magneto,GAMBIT,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Magneto - ,65,Normal,,1,1,1090,2214.968262,7873.044434
Magneto,546,1,,65,Magneto,Magneto,MAGNETO,Enemies,,Enemies,,,,,Negative,,65,Normal,,1,1,1091,9619.291016,5420.018555
Iceman,546,2,Iceman,49,Iceman,Magneto,ICEMAN,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Magneto - ,65,Normal,,1,1,1092,8717.482422,4298.635742
Magneto,547,1,,65,Magneto,Magneto,MAGNETO,Enemies,,Enemies,,,,,Negative,,65,Normal,,1,1,1093,9619.291016,5420.018555
Karnak,547,2,Karnak,57,Karnak,Magneto,KARNAK,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Magneto - ,65,Normal,,1,1,1094,3702.161377,2312.852783
Magneto,548,1,,65,Magneto,Magneto,MAGNETO,Masterminds,,,,Masterminds,,,Neutral,,65,Normal,,1,1,1095,9619.291016,5420.018555
Loki,548,2,Loki,61,Loki,Magneto,LOKI,Masterminds,,,Masterminds,Masterminds,,,Neutral,Relationship with Magneto - ,65,Normal,,1,1,1096,9018.084961,9635.300781
Magneto,549,1,,65,Magneto,Magneto,MAGNETO,Friends,,,,,,Friends,Positive,,65,Normal,,1,1,1097,9619.291016,5420.018555
Magik,549,2,Magik,64,Magik,Magneto,MAGIK,Friends,,,,,Friends,Friends,Positive,Relationship with Magneto - ,65,Normal,,1,1,1098,1455.550659,8714.082031
Magneto,550,1,,65,Magneto,Magneto,MAGNETO,Rivals,,Rivals,,,,,Negative,,65,Perfect,,1,1,1099,9619.291016,5420.018555
Storm,550,2,Storm,97,Storm,Magneto,STORM,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Magneto - ,65,Perfect,,1,1,1100,9160.476563,335.9421387
Magneto,551,1,,65,Magneto,Magneto,MAGNETO,Enemies,,Enemies,,,,,Negative,,65,Normal,,1,1,1101,9619.291016,5420.018555
Vision,551,2,Vision,109,Vision,Magneto,VISION,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Magneto - ,65,Normal,,1,1,1102,5743.09668,9648.567383
Magneto,552,1,,65,Magneto,Magneto,MAGNETO,Enemies,,Enemies,,,,,Negative,,65,Reciprocal,,1,1,1103,9619.291016,5420.018555
Wolverine,552,2,Wolverine,115,Wolverine,Magneto,WOLVERINE,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Magneto - ,65,Reciprocal,,1,1,1104,1012.556946,6377.866699
Magneto (Marvel Now!),553,1,,66,Magneto (Marvel Now!),Magneto (Marvel Now!),MAGNETO (MARVEL NOW!),Nemesis,,Nemesis,,,,,Negative,,66,Normal,,1,1,1105,6676.547363,9321.498047
Black Bolt,553,2,Black Bolt,7,Black Bolt,Magneto (Marvel Now!),BLACK BOLT,Nemesis,Nemesis,Nemesis,,,,,Negative,Relationship with Magneto (Marvel Now!) - ,66,Normal,,1,1,1106,3148.419189,3901.479004
Magneto (Marvel Now!),554,1,,66,Magneto (Marvel Now!),Magneto (Marvel Now!),MAGNETO (MARVEL NOW!),Teammates,,,,,,Teammates,Positive,,66,Normal,,1,1,1107,6676.547363,9321.498047
Cyclops (New Xavier School),554,2,Cyclops (New Xavier School),21,Cyclops (New Xavier School),Magneto (Marvel Now!),CYCLOPS (NEW XAVIER SCHOOL),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Magneto (Marvel Now!) - ,66,Normal,,1,1,1108,4319.188477,1051.296753
Magneto (Marvel Now!),555,1,,66,Magneto (Marvel Now!),Magneto (Marvel Now!),MAGNETO (MARVEL NOW!),Friends,,,,,,Friends,Positive,,66,Normal,,1,1,1109,6676.547363,9321.498047
Deadpool (X-Force),555,2,Deadpool (X-Force),25,Deadpool (X-Force),Magneto (Marvel Now!),DEADPOOL (X-FORCE),Friends,,,,,Friends,Friends,Positive,Relationship with Magneto (Marvel Now!) - ,66,Normal,,1,1,1110,9255.40332,5022.862305
Magneto (Marvel Now!),556,1,,66,Magneto (Marvel Now!),Magneto (Marvel Now!),MAGNETO (MARVEL NOW!),Masterminds,,,,Masterminds,,,Neutral,,66,Normal,,1,1,1111,6676.547363,9321.498047
Loki,556,2,Loki,61,Loki,Magneto (Marvel Now!),LOKI,Masterminds,,,Masterminds,Masterminds,,,Neutral,Relationship with Magneto (Marvel Now!) - ,66,Normal,,1,1,1112,9018.084961,9635.300781
Magneto (Marvel Now!),557,1,,66,Magneto (Marvel Now!),Magneto (Marvel Now!),MAGNETO (MARVEL NOW!),Teammates,,,,,,Teammates,Positive,,66,Normal,,1,1,1113,6676.547363,9321.498047
Magik,557,2,Magik,64,Magik,Magneto (Marvel Now!),MAGIK,Teammates,,,,,Teammates,Teammates,Positive,Relationship with Magneto (Marvel Now!) - ,66,Normal,,1,1,1114,1455.550659,8714.082031
Magneto (Marvel Now!),558,1,,66,Magneto (Marvel Now!),Magneto (Marvel Now!),MAGNETO (MARVEL NOW!),Enemies,,Enemies,,,,,Negative,,66,Normal,,1,1,1115,6676.547363,9321.498047
Storm,558,2,Storm,97,Storm,Magneto (Marvel Now!),STORM,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Magneto (Marvel Now!) - ,66,Normal,,1,1,1116,9160.476563,335.9421387
Magneto (Marvel Now!),559,1,,66,Magneto (Marvel Now!),Magneto (Marvel Now!),MAGNETO (MARVEL NOW!),Rivals,,Rivals,,,,,Negative,,66,Normal,,1,1,1117,6676.547363,9321.498047
Wolverine,559,2,Wolverine,115,Wolverine,Magneto (Marvel Now!),WOLVERINE,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Magneto (Marvel Now!) - ,66,Normal,,1,1,1118,1012.556946,6377.866699
Medusa,560,1,,67,Medusa,Medusa,MEDUSA,Inhuman Royal Family,,,,Inhuman Royal Family,,,Neutral,,67,Perfect,,1,1,1119,6929.686523,2733.371582
Black Bolt,560,2,Black Bolt,7,Black Bolt,Medusa,BLACK BOLT,Inhuman Royal Family,,,Inhuman Royal Family,Inhuman Royal Family,,,Neutral,Relationship with Medusa - ,67,Perfect,,1,1,1120,3148.419189,3901.479004
Medusa,561,1,,67,Medusa,Medusa,MEDUSA,Inhuman Royal Family,,,,Inhuman Royal Family,,,Neutral,,67,Perfect,,1,1,1121,6929.686523,2733.371582
Karnak,561,2,Karnak,57,Karnak,Medusa,KARNAK,Inhuman Royal Family,,,Inhuman Royal Family,Inhuman Royal Family,,,Neutral,Relationship with Medusa - ,67,Perfect,,1,1,1122,3702.161377,2312.852783
Medusa,562,1,,67,Medusa,Medusa,MEDUSA,Enemies,,Enemies,,,,,Negative,,67,Normal,,1,1,1123,6929.686523,2733.371582
Wolverine,562,2,Wolverine,115,Wolverine,Medusa,WOLVERINE,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Medusa - ,67,Normal,,1,1,1124,1012.556946,6377.866699
Medusa,563,1,,67,Medusa,Medusa,MEDUSA,Enemies,,Enemies,,,,,Negative,,67,Normal,,1,1,1125,6929.686523,2733.371582
Iron Man,563,2,Iron Man,52,Iron Man,Medusa,IRON MAN,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Medusa - ,67,Normal,,1,1,1126,5553.242188,9557.666992
Medusa,564,1,,67,Medusa,Medusa,MEDUSA,Rivals,,Rivals,,,,,Negative,,67,Normal,,1,1,1127,6929.686523,2733.371582
Quake,564,2,Quake,81,Quake,Medusa,QUAKE,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Medusa - ,67,Normal,,1,1,1128,6106.984375,7639.422852
Mephisto,565,1,,68,Mephisto,Mephisto,MEPHISTO,Demon Hunter,,,,Demon Hunter,,,Neutral,,68,Normal,,1,1,1129,3449.022217,8433.736328
Blade,565,2,Blade,11,Blade,Mephisto,BLADE,Demon Hunter,,,Demon Hunter,Demon Hunter,,,Neutral,Relationship with Mephisto - ,68,Normal,,1,1,1130,8796.588867,8807.530273
Mephisto,566,1,,68,Mephisto,Mephisto,MEPHISTO,Pact With A Demon,,,,Pact With A Demon,,,Neutral,,68,Normal,,1,1,1131,3449.022217,8433.736328
Doctor Strange,566,2,Doctor Strange,27,Doctor Strange,Mephisto,DOCTOR STRANGE,Pact With A Demon,,,Pact With A Demon,Pact With A Demon,,,Neutral,Relationship with Mephisto - ,68,Normal,,1,1,1132,3306.631348,1985.782715
Mephisto,567,1,,68,Mephisto,Mephisto,MEPHISTO,Demons,,,,Demons,,,Neutral,,68,Normal,,1,1,1133,3449.022217,8433.736328
Dormammu,567,2,Dormammu,29,Dormammu,Mephisto,DORMAMMU,Demons,,,Demons,Demons,,,Neutral,Relationship with Mephisto - ,68,Normal,,1,1,1134,205.5592346,8994.427734
Mephisto,568,1,,68,Mephisto,Mephisto,MEPHISTO,Pact With A Demon,,,,Pact With A Demon,,,Neutral,,68,Normal,,1,1,1135,3449.022217,8433.736328
Ghost Rider,568,2,Ghost Rider,36,Ghost Rider,Mephisto,GHOST RIDER,Pact With A Demon,,,Pact With A Demon,Pact With A Demon,,,Neutral,Relationship with Mephisto - ,68,Normal,,1,1,1136,6043.699219,6611.488281
Mephisto,569,1,,68,Mephisto,Mephisto,MEPHISTO,Hell Lords,,,,Hell Lords,,,Neutral,,68,Normal,,1,1,1137,3449.022217,8433.736328
Hela,569,2,Hela,42,Hela,Mephisto,HELA,Hell Lords,,,Hell Lords,Hell Lords,,,Neutral,Relationship with Mephisto - ,68,Normal,,1,1,1138,7973.88623,8690.719727
Mephisto,570,1,,68,Mephisto,Mephisto,MEPHISTO,Soul Seeker,,,,Soul Seeker,,,Neutral,,68,Normal,,1,1,1139,3449.022217,8433.736328
Morningstar,570,2,Morningstar,71,Morningstar,Mephisto,MORNINGSTAR,Soul Seeker,,,Soul Seeker,Soul Seeker,,,Neutral,Relationship with Mephisto - ,68,Normal,,1,1,1140,2926.922363,6284.418457
Moon Knight,571,1,,69,Moon Knight,Moon Knight,MOON KNIGHT,Teammates,,,,,,Teammates,Positive,,69,Normal,,1,1,1141,506.2784729,747.5888062
Daredevil (Classic),571,2,Daredevil (Classic),23,Daredevil (Classic),Moon Knight,DAREDEVIL (CLASSIC),Teammates,,,,,Teammates,Teammates,Positive,Relationship with Moon Knight - ,69,Normal,,1,1,1142,6106.984375,8316.924805
Moon Knight,572,1,,69,Moon Knight,Moon Knight,MOON KNIGHT,Rivals,,Rivals,,,,,Negative,,69,Normal,,1,1,1143,506.2784729,747.5888062
Deadpool,572,2,Deadpool,24,Deadpool,Moon Knight,DEADPOOL,Rivals,Rivals,Rivals,,,,,Negative,Relationship with Moon Knight - ,69,Normal,,1,1,1144,3543.949463,4228.548828
Moon Knight,573,1,,69,Moon Knight,Moon Knight,MOON KNIGHT,Rivals,,Rivals,,,,,Negative,,69,Reciprocal,,1,1,1145,506.2784729,747.5888062
Deadpool (X-Force),573,2,Deadpool (X-Force),25,Deadpool (X-Force),Moon Knight,DEADPOOL (X-FORCE),Rivals,Rivals,Rivals,,,,,Negative,Relationship with Moon Knight - ,69,Reciprocal,,1,1,1146,9255.40332,5022.862305
Moon Knight,574,1,,69,Moon Knight,Moon Knight,MOON KNIGHT,Friends,,,,,,Friends,Positive,,69,Normal,,1,1,1147,506.2784729,747.5888062
Hawkeye,574,2,Hawkeye,41,Hawkeye,Moon Knight,HAWKEYE,Friends,,,,,Friends,Friends,Positive,Relationship with Moon Knight - ,69,Normal,,1,1,1148,7103.719727,4532.256836
Moon Knight,575,1,,69,Moon Knight,Moon Knight,MOON KNIGHT,Enemies,,Enemies,,,,,Negative,,69,Normal,,1,1,1149,506.2784729,747.5888062
Iron Patriot,575,2,Iron Patriot,53,Iron Patriot,Moon Knight,IRON PATRIOT,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Moon Knight - ,69,Normal,,1,1,1150,316.4240417,2546.474365
Moon Knight,576,1,,69,Moon Knight,Moon Knight,MOON KNIGHT,Enemies,,Enemies,,,,,Negative,,69,Normal,,1,1,1151,506.2784729,747.5888062
Joe Fixit,576,2,Joe Fixit,54,Joe Fixit,Moon Knight,JOE FIXIT,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Moon Knight - ,69,Normal,,1,1,1152,2199.147217,5653.640137
Moon Knight,577,1,,69,Moon Knight,Moon Knight,MOON KNIGHT,Friends,,,,,,Friends,Positive,,69,Normal,,1,1,1153,506.2784729,747.5888062
Spider-Man (Classic),577,2,Spider-Man (Classic),92,Spider-Man (Classic),Moon Knight,SPIDER-MAN (CLASSIC),Friends,,,,,Friends,Friends,Positive,Relationship with Moon Knight - ,69,Normal,,1,1,1154,2705.425537,9438.308594
Moon Knight,578,1,,69,Moon Knight,Moon Knight,MOON KNIGHT,Termination Contract,,,,Termination Contract,,,Neutral,,69,Normal,,1,1,1155,506.2784729,747.5888062
Taskmaster,578,2,Taskmaster,99,Taskmaster,Moon Knight,TASKMASTER,Termination Contract,,,Termination Contract,Termination Contract,,,Neutral,Relationship with Moon Knight - ,69,Normal,,1,1,1156,7467.607422,8737.444336
Mordo,579,1,,70,Mordo,Mordo,MORDO,Friends,,,,,,Friends,Positive,,70,Perfect,,1,1,1157,7167.004883,8176.752441
Doctor Strange,579,2,Doctor Strange,27,Doctor Strange,Mordo,DOCTOR STRANGE,Friends,,,,,Friends,Friends,Positive,Relationship with Mordo - ,70,Perfect,,1,1,1158,3306.631348,1985.782715
Mordo,580,1,,70,Mordo,Mordo,MORDO,Enemies,,Enemies,,,,,Negative,,70,Normal,,1,1,1159,7167.004883,8176.752441
Thor,580,2,Thor,101,Thor,Mordo,THOR,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Mordo - ,70,Normal,,1,1,1160,6834.759277,410.8025208
Mordo,581,1,,70,Mordo,Mordo,MORDO,Enemies,,Enemies,,,,,Negative,,70,Normal,,1,1,1161,7167.004883,8176.752441
Abomination,581,2,Abomination,1,Abomination,Mordo,ABOMINATION,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Mordo - ,70,Normal,,1,1,1162,6581.620117,2663.285156
Mordo,582,1,,70,Mordo,Mordo,MORDO,Enemies,,Enemies,,,,,Negative,,70,Normal,,1,1,1163,7167.004883,8176.752441
Falcon,582,2,Falcon,33,Falcon,Mordo,FALCON,Enemies,Enemies,Enemies,,,,,Negative,Relationship with Mordo - ,70,Normal,,1,1,1164,7942.243652,376.3567505
Mordo,583,1,,70,Mordo,Mordo,MORDO,Dark Empowerment,,,,Dark Empowerment,,,Neutral,,70,Normal,,1,1,1165,7167.004883,8176.752441
